Longitude,Latitude,Pixel,Scan
26.4535433,41.4182016,1500,120100
26.475845,41.4178141,1600,120100
26.4981463,41.4174223,1700,120100
26.5204472,41.4170262,1800,120100
26.5427479,41.4166259,1900,120100
26.5650484,41.4162212,2000,120100
26.5873489,41.4158123,2100,120100
26.6096494,41.4153991,2200,120100
26.6319501,41.4149816,2300,120100
26.654251,41.4145598,2400,120100
26.6765522,41.4141337,2500,120100
26.6988538,41.4137032,2600,120100
26.7211559,41.4132685,2700,120100
26.7434587,41.4128295,2800,120100
26.7657622,41.4123862,2900,120100
26.7880665,41.4119386,3000,120100
26.8103717,41.4114866,3100,120100
26.8326779,41.4110304,3200,120100
26.8549852,41.4105698,3300,120100
26.8772937,41.4101049,3400,120100
26.8996035,41.4096357,3500,120100
26.9219147,41.4091621,3600,120100
26.9442274,41.4086843,3700,120100
26.9665417,41.4082021,3800,120100
26.9888576,41.4077155,3900,120100
27.0109522,41.4072296,3999,120100
26.1183684,41.4070797,0,120200
26.1406841,41.4067564,100,120200
26.1629979,41.4064287,200,120200
26.1853098,41.4060968,300,120200
26.2076201,41.4057607,400,120200
26.2299287,41.4054203,500,120200
26.2522359,41.4050756,600,120200
26.2745416,41.4047266,700,120200
26.296846,41.4043734,800,120200
26.3191492,41.4040159,900,120200
26.3414512,41.4036541,1000,120200
26.3637523,41.403288,1100,120200
26.3860524,41.4029177,1200,120200
26.4083517,41.4025431,1300,120200
26.4306502,41.4021642,1400,120200
26.4529481,41.4017811,1500,120200
26.4752455,41.4013937,1600,120200
26.4975424,41.4010019,1700,120200
26.519839,41.4006059,1800,120200
26.5421353,41.4002057,1900,120200
26.5644315,41.3998011,2000,120200
26.5867276,41.3993922,2100,120200
26.6090237,41.3989791,2200,120200
26.63132,41.3985617,2300,120200
26.6536165,41.3981399,2400,120200
26.6759133,41.3977139,2500,120200
26.6982106,41.3972836,2600,120200
26.7205084,41.396849,2700,120200
26.7428068,41.39641,2800,120200
26.7651059,41.3959668,2900,120200
26.7874058,41.3955193,3000,120200
26.8097067,41.3950674,3100,120200
26.8320085,41.3946113,3200,120200
26.8543115,41.3941508,3300,120200
26.8766156,41.393686,3400,120200
26.898921,41.3932169,3500,120200
26.9212279,41.3927434,3600,120200
26.9435362,41.3922657,3700,120200
26.9658461,41.3917836,3800,120200
26.9881577,41.3912972,3900,120200
27.0102479,41.3908113,3999,120200
26.1178287,41.3906596,0,120300
26.14014,41.3903363,100,120300
26.1624494,41.3900087,200,120300
26.184757,41.3896768,300,120300
26.2070629,41.3893407,400,120300
26.2293671,41.3890003,500,120300
26.2516699,41.3886556,600,120300
26.2739713,41.3883067,700,120300
26.2962713,41.3879535,800,120300
26.3185701,41.387596,900,120300
26.3408678,41.3872343,1000,120300
26.3631645,41.3868683,1100,120300
26.3854602,41.386498,1200,120300
26.4077552,41.3861234,1300,120300
26.4300493,41.3857446,1400,120300
26.4523429,41.3853615,1500,120300
26.4746359,41.3849741,1600,120300
26.4969284,41.3845824,1700,120300
26.5192206,41.3841865,1800,120300
26.5415126,41.3837863,1900,120300
26.5638044,41.3833818,2000,120300
26.5860961,41.382973,2100,120300
26.6083879,41.3825599,2200,120300
26.6306798,41.3821425,2300,120300
26.6529719,41.3817208,2400,120300
26.6752644,41.3812949,2500,120300
26.6975573,41.3808646,2600,120300
26.7198507,41.3804301,2700,120300
26.7421448,41.3799912,2800,120300
26.7644395,41.3795481,2900,120300
26.7867351,41.3791006,3000,120300
26.8090315,41.3786488,3100,120300
26.831329,41.3781928,3200,120300
26.8536276,41.3777324,3300,120300
26.8759274,41.3772677,3400,120300
26.8982285,41.3767986,3500,120300
26.9205309,41.3763253,3600,120300
26.9428349,41.3758476,3700,120300
26.9651404,41.3753656,3800,120300
26.9874477,41.3748793,3900,120300
27.0095336,41.3743936,3999,120300
26.1172986,41.3742375,0,120400
26.1396055,41.3739142,100,120400
26.1619105,41.3735866,200,120400
26.1842137,41.3732547,300,120400
26.2065153,41.3729186,400,120400
26.2288152,41.3725783,500,120400
26.2511136,41.3722337,600,120400
26.2734105,41.3718848,700,120400
26.2957062,41.3715316,800,120400
26.3180007,41.3711742,900,120400
26.340294,41.3708125,1000,120400
26.3625863,41.3704465,1100,120400
26.3848777,41.3700763,1200,120400
26.4071682,41.3697018,1300,120400
26.429458,41.369323,1400,120400
26.4517472,41.3689399,1500,120400
26.4740358,41.3685526,1600,120400
26.496324,41.368161,1700,120400
26.5186119,41.3677651,1800,120400
26.5408995,41.367365,1900,120400
26.5631869,41.3669605,2000,120400
26.5854743,41.3665518,2100,120400
26.6077617,41.3661388,2200,120400
26.6300492,41.3657215,2300,120400
26.652337,41.3652999,2400,120400
26.6746251,41.364874,2500,120400
26.6969137,41.3644438,2600,120400
26.7192027,41.3640093,2700,120400
26.7414924,41.3635706,2800,120400
26.7637828,41.3631275,2900,120400
26.786074,41.3626801,3000,120400
26.8083661,41.3622284,3100,120400
26.8306592,41.3617724,3200,120400
26.8529534,41.3613121,3300,120400
26.8752489,41.3608475,3400,120400
26.8975456,41.3603786,3500,120400
26.9198437,41.3599053,3600,120400
26.9421433,41.3594278,3700,120400
26.9644445,41.3589459,3800,120400
26.9867474,41.3584597,3900,120400
27.008829,41.357974,3999,120400
26.1167552,41.357807,0,120500
26.1390578,41.3574837,100,120500
26.1613584,41.3571562,200,120500
26.1836573,41.3568245,300,120500
26.2059545,41.3564885,400,120500
26.22825,41.3561482,500,120500
26.250544,41.3558036,600,120500
26.2728367,41.3554548,700,120500
26.295128,41.3551018,800,120500
26.3174181,41.3547444,900,120500
26.339707,41.3543828,1000,120500
26.361995,41.3540169,1100,120500
26.384282,41.3536468,1200,120500
26.4065682,41.3532724,1300,120500
26.4288536,41.3528937,1400,120500
26.4511385,41.3525108,1500,120500
26.4734227,41.3521235,1600,120500
26.4957066,41.351732,1700,120500
26.51799,41.3513363,1800,120500
26.5402733,41.3509362,1900,120500
26.5625563,41.3505319,2000,120500
26.5848393,41.3501233,2100,120500
26.6071224,41.3497104,2200,120500
26.6294056,41.3492932,2300,120500
26.651689,41.3488717,2400,120500
26.6739728,41.3484459,2500,120500
26.6962569,41.3480159,2600,120500
26.7185416,41.3475815,2700,120500
26.740827,41.3471429,2800,120500
26.763113,41.3466999,2900,120500
26.7853998,41.3462527,3000,120500
26.8076876,41.3458012,3100,120500
26.8299763,41.3453453,3200,120500
26.8522662,41.3448851,3300,120500
26.8745573,41.3444207,3400,120500
26.8968496,41.3439519,3500,120500
26.9191434,41.3434788,3600,120500
26.9414386,41.3430013,3700,120500
26.9637354,41.3425196,3800,120500
26.9860339,41.3420335,3900,120500
27.0081112,41.341548,3999,120500
26.1162169,41.3413837,0,120600
26.138515,41.3410605,100,120600
26.1608113,41.3407331,200,120600
26.1831058,41.3404014,300,120600
26.2053986,41.3400655,400,120600
26.2276898,41.3397252,500,120600
26.2499795,41.3393808,600,120600
26.2722678,41.339032,700,120600
26.2945547,41.338679,800,120600
26.3168405,41.3383218,900,120600
26.3391251,41.3379602,1000,120600
26.3614087,41.3375944,1100,120600
26.3836913,41.3372244,1200,120600
26.4059732,41.3368501,1300,120600
26.4282543,41.3364715,1400,120600
26.4505347,41.3360886,1500,120600
26.4728146,41.3357015,1600,120600
26.4950941,41.33531,1700,120600
26.5173732,41.3349144,1800,120600
26.5396521,41.3345144,1900,120600
26.5619308,41.3341102,2000,120600
26.5842095,41.3337016,2100,120600
26.6064882,41.3332888,2200,120600
26.628767,41.3328718,2300,120600
26.6510461,41.3324504,2400,120600
26.6733255,41.3320247,2500,120600
26.6956053,41.3315948,2600,120600
26.7178856,41.3311606,2700,120600
26.7401666,41.330722,2800,120600
26.7624483,41.3302792,2900,120600
26.7847308,41.3298321,3000,120600
26.8070142,41.3293806,3100,120600
26.8292986,41.3289249,3200,120600
26.8515841,41.3284649,3300,120600
26.8738708,41.3280005,3400,120600
26.8961588,41.3275319,3500,120600
26.9184482,41.3270589,3600,120600
26.9407391,41.3265816,3700,120600
26.9630316,41.3261,3800,120600
26.9853257,41.325614,3900,120600
27.0073987,41.3251287,3999,120600
26.115683,41.324961,0,120700
26.1379769,41.3246378,100,120700
26.1602688,41.3243105,200,120700
26.1825589,41.3239788,300,120700
26.2048474,41.3236429,400,120700
26.2271342,41.3233027,500,120700
26.2494195,41.3229583,600,120700
26.2717034,41.3226096,700,120700
26.293986,41.3222567,800,120700
26.3162674,41.3218995,900,120700
26.3385477,41.321538,1000,120700
26.3608269,41.3211723,1100,120700
26.3831052,41.3208023,1200,120700
26.4053827,41.320428,1300,120700
26.4276594,41.3200495,1400,120700
26.4499355,41.3196667,1500,120700
26.4722111,41.3192796,1600,120700
26.4944862,41.3188883,1700,120700
26.516761,41.3184927,1800,120700
26.5390355,41.3180928,1900,120700
26.5613099,41.3176886,2000,120700
26.5835842,41.3172802,2100,120700
26.6058586,41.3168675,2200,120700
26.628133,41.3164505,2300,120700
26.6504078,41.3160292,2400,120700
26.6726828,41.3156037,2500,120700
26.6949583,41.3151738,2600,120700
26.7172343,41.3147397,2700,120700
26.7395109,41.3143012,2800,120700
26.7617882,41.3138585,2900,120700
26.7840664,41.3134115,3000,120700
26.8063454,41.3129601,3100,120700
26.8286255,41.3125045,3200,120700
26.8509066,41.3120446,3300,120700
26.873189,41.3115803,3400,120700
26.8954726,41.3111118,3500,120700
26.9177577,41.3106389,3600,120700
26.9400442,41.3101617,3700,120700
26.9623324,41.3096802,3800,120700
26.9846222,41.3091944,3900,120700
27.0066908,41.3087092,3999,120700
26.1151458,41.30854,0,120800
26.1374353,41.3082169,100,120800
26.1597229,41.3078895,200,120800
26.1820087,41.3075579,300,120800
26.2042928,41.307222,400,120800
26.2265752,41.3068819,500,120800
26.2488562,41.3065375,600,120800
26.2711358,41.3061889,700,120800
26.293414,41.3058359,800,120800
26.3156911,41.3054788,900,120800
26.337967,41.3051174,1000,120800
26.3602418,41.3047517,1100,120800
26.3825158,41.3043817,1200,120800
26.4047889,41.3040075,1300,120800
26.4270613,41.3036291,1400,120800
26.4493331,41.3032463,1500,120800
26.4716043,41.3028593,1600,120800
26.4938751,41.302468,1700,120800
26.5161455,41.3020725,1800,120800
26.5384157,41.3016727,1900,120800
26.5606857,41.3012686,2000,120800
26.5829557,41.3008602,2100,120800
26.6052257,41.3004476,2200,120800
26.6274958,41.3000306,2300,120800
26.6497662,41.2996094,2400,120800
26.6720369,41.2991839,2500,120800
26.694308,41.2987542,2600,120800
26.7165797,41.2983201,2700,120800
26.7388519,41.2978817,2800,120800
26.7611249,41.2974391,2900,120800
26.7833987,41.2969922,3000,120800
26.8056734,41.2965409,3100,120800
26.8279491,41.2960854,3200,120800
26.8502259,41.2956255,3300,120800
26.8725039,41.2951614,3400,120800
26.8947832,41.2946929,3500,120800
26.917064,41.2942202,3600,120800
26.9393461,41.2937431,3700,120800
26.9616299,41.2932617,3800,120800
26.9839154,41.292776,3900,120800
27.0059798,41.2922908,3999,120800
26.1146128,41.2921102,0,120900
26.136898,41.2917872,100,120900
26.1591812,41.2914598,200,120900
26.1814626,41.2911282,300,120900
26.2037424,41.2907924,400,120900
26.2260205,41.2904523,500,120900
26.2482971,41.290108,600,120900
26.2705723,41.2897594,700,120900
26.2928462,41.2894065,800,120900
26.3151189,41.2890494,900,120900
26.3373905,41.288688,1000,120900
26.359661,41.2883224,1100,120900
26.3819306,41.2879525,1200,120900
26.4041994,41.2875783,1300,120900
26.4264674,41.2871999,1400,120900
26.4487348,41.2868172,1500,120900
26.4710017,41.2864303,1600,120900
26.4932681,41.2860391,1700,120900
26.5155342,41.2856436,1800,120900
26.5378,41.2852438,1900,120900
26.5600657,41.2848398,2000,120900
26.5823313,41.2844315,2100,120900
26.604597,41.2840189,2200,120900
26.6268628,41.2836021,2300,120900
26.6491288,41.283181,2400,120900
26.6713952,41.2827555,2500,120900
26.693662,41.2823259,2600,120900
26.7159293,41.2818919,2700,120900
26.7381972,41.2814536,2800,120900
26.7604658,41.281011,2900,120900
26.7827353,41.2805642,3000,120900
26.8050056,41.280113,3100,120900
26.827277,41.2796576,3200,120900
26.8495495,41.2791978,3300,120900
26.8718231,41.2787338,3400,120900
26.8940981,41.2782654,3500,120900
26.9163745,41.2777928,3600,120900
26.9386523,41.2773158,3700,120900
26.9609318,41.2768345,3800,120900
26.9832129,41.2763489,3900,120900
27.005273,41.2758639,3999,120900
26.1140746,41.2756811,0,121000
26.1363553,41.2753581,100,121000
26.1586342,41.2750308,200,121000
26.1809113,41.2746993,300,121000
26.2031867,41.2743636,400,121000
26.2254605,41.2740236,500,121000
26.2477328,41.2736793,600,121000
26.2700036,41.2733308,700,121000
26.2922732,41.272978,800,121000
26.3145415,41.272621,900,121000
26.3368087,41.2722597,1000,121000
26.3590749,41.2718942,1100,121000
26.3813402,41.2715244,1200,121000
26.4036046,41.2711503,1300,121000
26.4258683,41.270772,1400,121000
26.4481314,41.2703894,1500,121000
26.4703939,41.2700026,1600,121000
26.492656,41.2696115,1700,121000
26.5149178,41.2692161,1800,121000
26.5371792,41.2688165,1900,121000
26.5594406,41.2684125,2000,121000
26.5817019,41.2680044,2100,121000
26.6039632,41.2675919,2200,121000
26.6262246,41.2671752,2300,121000
26.6484863,41.2667542,2400,121000
26.6707483,41.2663289,2500,121000
26.6930108,41.2658993,2600,121000
26.7152737,41.2654654,2700,121000
26.7375373,41.2650273,2800,121000
26.7598016,41.2645849,2900,121000
26.7820667,41.2641382,3000,121000
26.8043328,41.2636871,3100,121000
26.8265998,41.2632318,3200,121000
26.8488679,41.2627722,3300,121000
26.8711372,41.2623083,3400,121000
26.8934079,41.2618401,3500,121000
26.9156799,41.2613676,3600,121000
26.9379534,41.2608907,3700,121000
26.9602285,41.2604096,3800,121000
26.9825053,41.2599241,3900,121000
27.0045611,41.2594393,3999,121000
26.1135418,41.2592577,0,121100
26.1358183,41.2589347,100,121100
26.1580928,41.2586075,200,121100
26.1803656,41.2582761,300,121100
26.2026366,41.2579404,400,121100
26.224906,41.2576004,500,121100
26.247174,41.2572562,600,121100
26.2694405,41.2569078,700,121100
26.2917057,41.2565551,800,121100
26.3139697,41.2561981,900,121100
26.3362326,41.2558369,1000,121100
26.3584944,41.2554715,1100,121100
26.3807554,41.2551018,1200,121100
26.4030155,41.2547278,1300,121100
26.4252748,41.2543495,1400,121100
26.4475336,41.253967,1500,121100
26.4697918,41.2535803,1600,121100
26.4920495,41.2531893,1700,121100
26.5143069,41.252794,1800,121100
26.5365641,41.2523944,1900,121100
26.5588211,41.2519906,2000,121100
26.581078,41.2515825,2100,121100
26.603335,41.2511702,2200,121100
26.6255921,41.2507535,2300,121100
26.6478495,41.2503326,2400,121100
26.6701071,41.2499075,2500,121100
26.6923652,41.249478,2600,121100
26.7146239,41.2490442,2700,121100
26.7368831,41.2486062,2800,121100
26.7591431,41.2481639,2900,121100
26.7814039,41.2477173,3000,121100
26.8036656,41.2472664,3100,121100
26.8259283,41.2468112,3200,121100
26.8481921,41.2463517,3300,121100
26.8704571,41.2458879,3400,121100
26.8927234,41.2454198,3500,121100
26.914991,41.2449474,3600,121100
26.9372602,41.2444707,3700,121100
26.959531,41.2439897,3800,121100
26.9818034,41.2435044,3900,121100
27.0038549,41.2430196,3999,121100
26.1130068,41.2428332,0,121200
26.1352789,41.2425103,100,121200
26.1575491,41.2421832,200,121200
26.1798175,41.2418518,300,121200
26.2020842,41.2415161,400,121200
26.2243493,41.2411762,500,121200
26.2466129,41.2408321,600,121200
26.2688751,41.2404837,700,121200
26.291136,41.240131,800,121200
26.3133956,41.2397741,900,121200
26.3356542,41.239413,1000,121200
26.3579117,41.2390476,1100,121200
26.3801683,41.2386779,1200,121200
26.4024241,41.238304,1300,121200
26.4246791,41.2379259,1400,121200
26.4469335,41.2375434,1500,121200
26.4691873,41.2371567,1600,121200
26.4914408,41.2367658,1700,121200
26.5136938,41.2363706,1800,121200
26.5359467,41.2359711,1900,121200
26.5581993,41.2355674,2000,121200
26.5804519,41.2351594,2100,121200
26.6027046,41.2347471,2200,121200
26.6249574,41.2343305,2300,121200
26.6472104,41.2339097,2400,121200
26.6694637,41.2334846,2500,121200
26.6917175,41.2330552,2600,121200
26.7139718,41.2326216,2700,121200
26.7362267,41.2321836,2800,121200
26.7584824,41.2317414,2900,121200
26.7807388,41.2312949,3000,121200
26.8029962,41.2308441,3100,121200
26.8252545,41.230389,3200,121200
26.847514,41.2299296,3300,121200
26.8697747,41.229466,3400,121200
26.8920366,41.228998,3500,121200
26.9143,41.2285257,3600,121200
26.9365649,41.2280491,3700,121200
26.9588313,41.2275682,3800,121200
26.9810994,41.227083,3900,121200
27.0031466,41.2265984,3999,121200
26.1124728,41.2264097,0,121300
26.1347406,41.2260869,100,121300
26.1570064,41.2257597,200,121300
26.1792705,41.2254284,300,121300
26.2015329,41.2250927,400,121300
26.2237937,41.2247529,500,121300
26.2460529,41.2244088,600,121300
26.2683108,41.2240604,700,121300
26.2905673,41.2237078,800,121300
26.3128227,41.223351,900,121300
26.3350769,41.2229899,1000,121300
26.35733,41.2226245,1100,121300
26.3795823,41.2222549,1200,121300
26.4018337,41.221881,1300,121300
26.4240844,41.2215029,1400,121300
26.4463345,41.2211206,1500,121300
26.468584,41.2207339,1600,121300
26.4908331,41.220343,1700,121300
26.5130819,41.2199479,1800,121300
26.5353303,41.2195485,1900,121300
26.5575787,41.2191448,2000,121300
26.579827,41.2187369,2100,121300
26.6020753,41.2183247,2200,121300
26.6243237,41.2179082,2300,121300
26.6465724,41.2174874,2400,121300
26.6688215,41.2170624,2500,121300
26.6910709,41.2166331,2600,121300
26.7133209,41.2161995,2700,121300
26.7355715,41.2157617,2800,121300
26.7578228,41.2153196,2900,121300
26.7800749,41.2148731,3000,121300
26.8023279,41.2144224,3100,121300
26.824582,41.2139674,3200,121300
26.8468371,41.2135081,3300,121300
26.8690935,41.2130445,3400,121300
26.8913511,41.2125766,3500,121300
26.9136101,41.2121045,3600,121300
26.9358707,41.211628,3700,121300
26.9581328,41.2111472,3800,121300
26.9803966,41.210662,3900,121300
27.0024395,41.2101775,3999,121300
26.111933,41.2099803,0,121400
26.1341964,41.2096574,100,121400
26.1564579,41.2093303,200,121400
26.1787177,41.208999,300,121400
26.2009757,41.2086634,400,121400
26.2232322,41.2083236,500,121400
26.2454871,41.2079796,600,121400
26.2677406,41.2076312,700,121400
26.2899929,41.2072787,800,121400
26.3122439,41.2069219,900,121400
26.3344937,41.2065608,1000,121400
26.3567426,41.2061955,1100,121400
26.3789905,41.205826,1200,121400
26.4012376,41.2054522,1300,121400
26.423484,41.2050741,1400,121400
26.4457297,41.2046918,1500,121400
26.4679749,41.2043053,1600,121400
26.4902197,41.2039144,1700,121400
26.5124641,41.2035194,1800,121400
26.5347083,41.20312,1900,121400
26.5569523,41.2027164,2000,121400
26.5791962,41.2023086,2100,121400
26.6014402,41.2018964,2200,121400
26.6236844,41.20148,2300,121400
26.6459287,41.2010594,2400,121400
26.6681734,41.2006344,2500,121400
26.6904185,41.2002052,2600,121400
26.7126642,41.1997717,2700,121400
26.7349105,41.1993339,2800,121400
26.7571574,41.1988919,2900,121400
26.7794052,41.1984456,3000,121400
26.8016539,41.197995,3100,121400
26.8239036,41.19754,3200,121400
26.8461545,41.1970809,3300,121400
26.8684065,41.1966174,3400,121400
26.8906598,41.1961496,3500,121400
26.9129145,41.1956775,3600,121400
26.9351707,41.1952011,3700,121400
26.9574285,41.1947204,3800,121400
26.9796879,41.1942354,3900,121400
27.0017266,41.193751,3999,121400
26.1114037,41.193551,0,121500
26.1336628,41.1932282,100,121500
26.15592,41.1929012,200,121500
26.1781755,41.1925699,300,121500
26.2004292,41.1922344,400,121500
26.2226813,41.1918947,500,121500
26.2449319,41.1915507,600,121500
26.2671811,41.1912024,700,121500
26.289429,41.19085,800,121500
26.3116756,41.1904932,900,121500
26.3339212,41.1901323,1000,121500
26.3561657,41.1897671,1100,121500
26.3784093,41.1893976,1200,121500
26.4006521,41.1890239,1300,121500
26.4228942,41.1886459,1400,121500
26.4451356,41.1882637,1500,121500
26.4673764,41.1878772,1600,121500
26.4896169,41.1874865,1700,121500
26.511857,41.1870915,1800,121500
26.5340968,41.1866923,1900,121500
26.5563365,41.1862888,2000,121500
26.5785761,41.185881,2100,121500
26.6008158,41.185469,2200,121500
26.6230556,41.1850527,2300,121500
26.6452956,41.1846321,2400,121500
26.667536,41.1842073,2500,121500
26.6897768,41.1837782,2600,121500
26.7120182,41.1833448,2700,121500
26.7342601,41.1829072,2800,121500
26.7565028,41.1824653,2900,121500
26.7787462,41.1820191,3000,121500
26.8009906,41.1815686,3100,121500
26.823236,41.1811138,3200,121500
26.8454825,41.1806547,3300,121500
26.8677302,41.1801914,3400,121500
26.8899792,41.1797237,3500,121500
26.9122296,41.1792518,3600,121500
26.9344815,41.1787755,3700,121500
26.9567349,41.1782949,3800,121500
26.9789901,41.1778101,3900,121500
27.0010245,41.1773258,3999,121500
26.1108657,41.1771242,0,121600
26.1331205,41.1768015,100,121600
26.1553734,41.1764746,200,121600
26.1776245,41.1761434,300,121600
26.1998739,41.175808,400,121600
26.2221216,41.1754683,500,121600
26.2443679,41.1751244,600,121600
26.2666128,41.1747762,700,121600
26.2888564,41.1744239,800,121600
26.3110987,41.1740672,900,121600
26.33334,41.1737063,1000,121600
26.3555802,41.1733412,1100,121600
26.3778195,41.1729719,1200,121600
26.4000579,41.1725982,1300,121600
26.4222957,41.1722204,1400,121600
26.4445328,41.1718383,1500,121600
26.4667693,41.1714519,1600,121600
26.4890054,41.1710613,1700,121600
26.5112412,41.1706664,1800,121600
26.5334767,41.1702673,1900,121600
26.5557121,41.1698639,2000,121600
26.5779474,41.1694562,2100,121600
26.6001828,41.1690443,2200,121600
26.6224183,41.1686282,2300,121600
26.644654,41.1682077,2400,121600
26.66689,41.167783,2500,121600
26.6891265,41.1673541,2600,121600
26.7113635,41.1669208,2700,121600
26.7336012,41.1664833,2800,121600
26.7558395,41.1660415,2900,121600
26.7780787,41.1655954,3000,121600
26.8003187,41.1651451,3100,121600
26.8225598,41.1646904,3200,121600
26.844802,41.1642315,3300,121600
26.8670454,41.1637683,3400,121600
26.88929,41.1633008,3500,121600
26.9115361,41.1628289,3600,121600
26.9337837,41.1623528,3700,121600
26.9560328,41.1618724,3800,121600
26.9782837,41.1613877,3900,121600
27.0003137,41.1609036,3999,121600
26.1103333,41.1607025,0,121700
26.1325838,41.1603798,100,121700
26.1548324,41.1600529,200,121700
26.1770791,41.1597218,300,121700
26.1993242,41.1593864,400,121700
26.2215677,41.1590468,500,121700
26.2438096,41.158703,600,121700
26.2660502,41.1583549,700,121700
26.2882895,41.1580025,800,121700
26.3105275,41.157646,900,121700
26.3327644,41.1572851,1000,121700
26.3550003,41.1569201,1100,121700
26.3772353,41.1565508,1200,121700
26.3994694,41.1561772,1300,121700
26.4217028,41.1557994,1400,121700
26.4439356,41.1554174,1500,121700
26.4661679,41.1550311,1600,121700
26.4883997,41.1546406,1700,121700
26.5106311,41.1542458,1800,121700
26.5328623,41.1538467,1900,121700
26.5550934,41.1534434,2000,121700
26.5773244,41.1530358,2100,121700
26.5995554,41.152624,2200,121700
26.6217866,41.1522079,2300,121700
26.644018,41.1517876,2400,121700
26.6662498,41.151363,2500,121700
26.688482,41.1509341,2600,121700
26.7107147,41.1505009,2700,121700
26.732948,41.1500635,2800,121700
26.755182,41.1496218,2900,121700
26.7774169,41.1491758,3000,121700
26.7996526,41.1487256,3100,121700
26.8218894,41.148271,3200,121700
26.8441273,41.1478122,3300,121700
26.8663663,41.1473491,3400,121700
26.8886067,41.1468817,3500,121700
26.9108485,41.14641,3600,121700
26.9330917,41.145934,3700,121700
26.9553365,41.1454537,3800,121700
26.9775831,41.1449691,3900,121700
26.9996089,41.1444851,3999,121700
26.1097964,41.1442823,0,121800
26.1320425,41.1439596,100,121800
26.1542868,41.1436327,200,121800
26.1765292,41.1433016,300,121800
26.19877,41.1429663,400,121800
26.2210092,41.1426267,500,121800
26.2432468,41.1422828,600,121800
26.2654831,41.1419347,700,121800
26.287718,41.1415824,800,121800
26.3099517,41.1412259,900,121800
26.3321843,41.1408651,1000,121800
26.3544159,41.1405001,1100,121800
26.3766466,41.1401308,1200,121800
26.3988764,41.1397573,1300,121800
26.4211055,41.1393795,1400,121800
26.443334,41.1389975,1500,121800
26.4655619,41.1386112,1600,121800
26.4877894,41.1382207,1700,121800
26.5100166,41.137826,1800,121800
26.5322435,41.137427,1900,121800
26.5544702,41.1370237,2000,121800
26.5766969,41.1366162,2100,121800
26.5989236,41.1362044,2200,121800
26.6211505,41.1357884,2300,121800
26.6433776,41.1353681,2400,121800
26.6656051,41.1349435,2500,121800
26.6878329,41.1345147,2600,121800
26.7100613,41.1340816,2700,121800
26.7322903,41.1336442,2800,121800
26.75452,41.1332026,2900,121800
26.7767506,41.1327567,3000,121800
26.798982,41.1323065,3100,121800
26.8212145,41.131852,3200,121800
26.843448,41.1313933,3300,121800
26.8656828,41.1309302,3400,121800
26.8879189,41.1304629,3500,121800
26.9101563,41.1299913,3600,121800
26.9323953,41.1295154,3700,121800
26.9546358,41.1290352,3800,121800
26.976878,41.1285506,3900,121800
26.9988996,41.1280667,3999,121800
26.1092608,41.1278578,0,121900
26.1315026,41.1275352,100,121900
26.1537426,41.1272084,200,121900
26.1759807,41.1268773,300,121900
26.1982172,41.126542,400,121900
26.220452,41.1262024,500,121900
26.2426854,41.1258586,600,121900
26.2649173,41.1255106,700,121900
26.287148,41.1251584,800,121900
26.3093774,41.1248019,900,121900
26.3316057,41.1244411,1000,121900
26.353833,41.1240762,1100,121900
26.3760593,41.123707,1200,121900
26.3982848,41.1233335,1300,121900
26.4205096,41.1229558,1400,121900
26.4427338,41.1225739,1500,121900
26.4649574,41.1221877,1600,121900
26.4871806,41.1217973,1700,121900
26.5094035,41.1214026,1800,121900
26.531626,41.1210037,1900,121900
26.5538485,41.1206005,2000,121900
26.5760709,41.120193,2100,121900
26.5982933,41.1197814,2200,121900
26.6205159,41.1193654,2300,121900
26.6427387,41.1189452,2400,121900
26.6649618,41.1185207,2500,121900
26.6871854,41.118092,2600,121900
26.7094094,41.117659,2700,121900
26.7316341,41.1172217,2800,121900
26.7538596,41.1167802,2900,121900
26.7760858,41.1163344,3000,121900
26.7983129,41.1158843,3100,121900
26.8205411,41.1154299,3200,121900
26.8427703,41.1149713,3300,121900
26.8650008,41.1145084,3400,121900
26.8872325,41.1140411,3500,121900
26.9094657,41.1135696,3600,121900
26.9317003,41.1130938,3700,121900
26.9539366,41.1126137,3800,121900
26.9761745,41.1121293,3900,121900
26.9981918,41.1116456,3999,121900
26.1087279,41.1114286,0,122000
26.1309654,41.1111061,100,122000
26.1532011,41.1107793,200,122000
26.1754349,41.1104482,300,122000
26.1976671,41.110113,400,122000
26.2198976,41.1097735,500,122000
26.2421266,41.1094297,600,122000
26.2643543,41.1090818,700,122000
26.2865806,41.1087296,800,122000
26.3088057,41.1083731,900,122000
26.3310297,41.1080125,1000,122000
26.3532527,41.1076475,1100,122000
26.3754747,41.1072784,1200,122000
26.3976959,41.106905,1300,122000
26.4199164,41.1065274,1400,122000
26.4421363,41.1061455,1500,122000
26.4643556,41.1057594,1600,122000
26.4865745,41.105369,1700,122000
26.508793,41.1049744,1800,122000
26.5310113,41.1045756,1900,122000
26.5532295,41.1041725,2000,122000
26.5754475,41.1037651,2100,122000
26.5976657,41.1033535,2200,122000
26.6198839,41.1029377,2300,122000
26.6421024,41.1025175,2400,122000
26.6643212,41.1020932,2500,122000
26.6865405,41.1016645,2600,122000
26.7087603,41.1012316,2700,122000
26.7309807,41.1007945,2800,122000
26.7532018,41.100353,2900,122000
26.7754237,41.0999073,3000,122000
26.7976466,41.0994573,3100,122000
